Date,Close
2008-03-01,48.5099983215332
2008-04-01,54.34000015258789
2008-05-01,62.36000061035156
2008-06-01,65.66000366210938
2008-07-01,56.72999954223633
2008-08-01,54.83000183105469
2008-09-01,49.7400016784668
2008-10-01,30.56999969482422
2008-11-01,22.899999618530273
2008-12-01,19.459999084472656
2009-01-01,23.420000076293945
2009-02-01,23.3700008392334
2009-03-01,23.889999389648438
2009-04-01,24.520000457763672
2009-05-01,32.16999816894531
2009-06-01,32.720001220703125
2009-07-01,34.65999984741211
2009-08-01,33.40999984741211
2009-09-01,32.11000061035156
2009-10-01,35.81999969482422
2009-11-01,36.279998779296875
2009-12-01,36.58000183105469
2010-01-01,33.689998626708984
2010-02-01,36.20000076293945
2010-03-01,37.869998931884766
2010-04-01,39.220001220703125
2010-05-01,33.25
2010-06-01,33.72999954223633
2010-07-01,34.81999969482422
2010-08-01,31.18000030517578
2010-09-01,34.06999969482422
2010-10-01,34.970001220703125
2010-11-01,37.970001220703125
2010-12-01,42.11000061035156
2011-01-01,42.88999938964844
2011-02-01,47.119998931884766
2011-03-01,50.36000061035156
2011-04-01,55.7400016784668
2011-05-01,50.61000061035156
2011-06-01,49.84000015258789
2011-07-01,52.41999816894531
2011-08-01,51.439998626708984
2011-09-01,45.939998626708984
2011-10-01,47.630001068115234
2011-11-01,46.70000076293945
2011-12-01,48.31999969482422
2012-01-01,52.5
2012-02-01,56.08000183105469
2012-03-01,57.15999984741211
2012-04-01,54.779998779296875
2012-05-01,48.81999969482422
2012-06-01,48.45000076293945
2012-07-01,52.970001220703125
2012-08-01,60.15999984741211
2012-09-01,60.52000045776367
2012-10-01,54.91999816894531
2012-11-01,57.689998626708984
2012-12-01,58.439998626708984
2013-01-01,63.709999084472656
2013-02-01,61.27000045776367
2013-03-01,61.65999984741211
2013-04-01,55.16999816894531
2013-05-01,54.779998779296875
2013-06-01,54.2599983215332
2013-07-01,61.29999923706055
2013-08-01,61.59000015258789
2013-09-01,56.09000015258789
2013-10-01,55.54999923706055
2013-11-01,58.099998474121094
2013-12-01,59.93000030517578
2014-01-01,56.34000015258789
2014-02-01,60.02000045776367
2014-03-01,58.97999954223633
2014-04-01,60.529998779296875
2014-05-01,61.0
2014-06-01,63.040000915527344
2014-07-01,58.2400016784668
2014-08-01,57.41999816894531
2014-09-01,54.560001373291016
2014-10-01,49.52000045776367
2014-11-01,43.13999938964844
2014-12-01,34.150001525878906
2015-01-01,32.95000076293945
2015-02-01,38.83000183105469
2015-03-01,34.84000015258789
2015-04-01,40.25
2015-05-01,40.630001068115234
2015-06-01,41.209999084472656
2015-07-01,36.56999969482422
2015-08-01,33.939998626708984
2015-09-01,31.649999618530273
2015-10-01,31.420000076293945
2015-11-01,30.389999389648438
2015-12-01,29.260000228881836
2016-01-01,25.489999771118164
2016-02-01,23.989999771118164
2016-03-01,25.559999465942383
2016-04-01,28.040000915527344
2016-05-01,27.979999542236328
2016-06-01,25.979999542236328
2016-07-01,22.59000015258789
2016-08-01,24.010000228881836
2016-09-01,27.600000381469727
2016-10-01,27.040000915527344
2016-11-01,28.06999969482422
2016-12-01,31.31999969482422
2017-01-01,28.6299991607666
2017-02-01,27.940000534057617
2017-03-01,27.280000686645508
2017-04-01,24.610000610351562
2017-05-01,25.479999542236328
2017-06-01,24.25
2017-07-01,27.3799991607666
2017-08-01,30.65999984741211
2017-09-01,28.149999618530273
2017-10-01,31.139999389648438
2017-11-01,31.229999542236328
2017-12-01,31.850000381469727
2018-01-01,33.619998931884766
2018-02-01,30.889999389648438
2018-03-01,32.29999923706055
2018-04-01,33.900001525878906
2018-05-01,34.529998779296875
2018-06-01,34.5099983215332
2018-07-01,33.959999084472656
2018-08-01,34.2599983215332
2018-09-01,36.13999938964844
2018-10-01,30.309999465942383
2018-11-01,24.469999313354492
2018-12-01,22.90999984741211
2019-01-01,24.049999237060547
2019-02-01,27.239999771118164
2019-03-01,29.3799991607666
2019-04-01,32.810001373291016
2019-05-01,28.360000610351562
2019-06-01,30.850000381469727
2019-07-01,31.059999465942383
2019-08-01,27.950000762939453
2019-09-01,29.18000030517578
2019-10-01,30.420000076293945
2019-11-01,30.649999618530273
2019-12-01,32.36000061035156
2020-01-01,28.440000534057617
2020-02-01,25.81999969482422
2020-03-01,10.119999885559082
2020-04-01,12.430000305175781
2020-05-01,16.889999389648438
2020-06-01,18.950000762939453
2020-07-01,18.719999313354492
2020-08-01,20.360000610351562
2020-09-01,19.920000076293945
2020-10-01,17.65999984741211
2020-11-01,21.229999542236328
2020-12-01,24.309999465942383
2021-01-01,26.799999237060547
2021-02-01,31.299999237060547
2021-03-01,31.510000228881836
2021-04-01,33.119998931884766
2021-05-01,34.34000015258789
2021-06-01,35.86000061035156
2021-07-01,37.470001220703125
2021-08-01,36.560001373291016
2021-09-01,38.380001068115234
2021-10-01,42.470001220703125
2021-11-01,35.970001220703125
2021-12-01,40.959999084472656
2022-01-01,47.16999816894531
2022-02-01,51.720001220703125
2022-03-01,55.689998626708984
2022-04-01,61.310001373291016
2022-05-01,73.33999633789062
2022-06-01,67.81999969482422
2022-07-01,62.2400016784668
2022-08-01,52.86000061035156
2022-09-01,52.75
2022-10-01,59.720001220703125
2022-11-01,57.599998474121094
2022-12-01,59.939998626708984
2023-01-01,63.75
