Date,Close
2000-09-01,91.54999852180481
2000-11-01,84.10000205039978
2000-12-01,84.64999794960022
2001-01-01,84.85000133514404
2001-02-01,81.00000023841858
2001-03-01,75.84999799728394
2001-05-01,75.19999742507935
2001-06-01,70.45000195503235
2001-08-01,67.84999966621399
2001-09-01,64.60000276565552
2001-10-01,62.199997901916504
2001-11-01,72.2000002861023
2001-12-01,65.2999997138977
2002-01-01,73.04999828338623
2002-02-01,71.39999866485596
2002-03-01,76.05000138282776
2002-04-01,73.25000166893005
2002-05-01,76.15000009536743
2002-06-01,76.74999833106995
2002-07-01,67.75000095367432
2002-08-01,68.69999766349792
2002-10-01,71.39999866485596
2002-11-01,74.94999766349792
2003-01-01,79.14999723434448
2003-02-01,77.49999761581421
2003-03-01,71.24999761581421
2003-04-01,72.50000238418579
2003-05-01,77.99999713897705
2003-07-01,81.80000185966492
2003-08-01,80.29999732971191
2003-09-01,81.30000233650208
2003-10-01,93.69999766349792
2003-11-01,90.70000052452087
2003-12-01,104.29999828338623
2004-01-01,114.30000066757202
2004-03-01,135.85000038146973
2004-04-01,120.94999551773071
2004-05-01,127.7999997138977
2004-06-01,120.50000429153442
2004-07-01,130.79999685287476
2004-09-01,139.9999976158142
2004-10-01,134.7499966621399
2004-11-01,144.29999589920044
2004-12-01,148.69999885559082
2005-01-01,146.30000591278076
2005-02-01,150.0
2005-03-01,150.89999437332153
2005-04-01,149.80000257492065
2005-06-01,155.35000562667847
2005-07-01,168.75
2005-08-01,169.50000524520874
2005-09-01,180.14999628067017
2005-10-01,189.60000276565552
2005-11-01,207.50000476837158
2005-12-01,216.14999771118164
2006-02-01,218.5499906539917
2006-03-01,248.79999160766602
2006-04-01,333.55000019073486
2006-05-01,371.65000438690186
2006-06-01,346.25000953674316
2006-07-01,360.9999895095825
2006-08-01,346.90001010894775
2006-09-01,345.90001106262207
2006-11-01,317.1499967575073
2006-12-01,285.40000915527344
2007-01-01,258.34999084472656
2007-02-01,273.30000400543213
2007-03-01,314.3500089645386
2007-05-01,339.3500089645386
2007-06-01,345.3500032424927
2007-08-01,341.10000133514404
2007-09-01,363.0500078201294
2007-10-01,346.79999351501465
2007-11-01,315.70000648498535
2007-12-01,303.04999351501465
2008-01-01,328.94999980926514
2008-02-01,385.19999980926514
2008-03-01,386.3500118255615
2008-04-01,393.4000015258789
2008-05-01,362.8000020980835
2008-07-01,371.65000438690186
2008-08-01,342.9500102996826
2008-09-01,288.8000011444092
2008-10-01,184.3999981880188
2008-11-01,162.34999895095825
2008-12-01,139.49999809265137
2009-01-01,146.2000012397766
2009-04-01,205.2999973297119
2009-05-01,219.74999904632568
2009-06-01,225.79998970031738
2009-07-01,261.6499900817871
2009-08-01,280.8000087738037
2009-09-01,280.9000015258789
2009-10-01,294.7499990463257
2009-12-01,332.7500104904175
2010-01-01,304.6000003814697
2010-02-01,326.8500089645386
2010-03-01,354.6000003814697
2010-04-01,333.75000953674316
2010-05-01,309.69998836517334
2010-06-01,293.6000108718872
2010-07-01,330.6999921798706
2010-09-01,364.59999084472656
2010-10-01,373.20001125335693
2010-11-01,382.2999954223633
2010-12-01,443.9499855041504
2011-01-01,445.1000213623047
2011-02-01,447.80001640319824
2011-03-01,430.0000190734863
2011-04-01,416.55001640319824
2011-06-01,427.19998359680176
2011-07-01,447.39999771118164
2011-08-01,418.6999797821045
2011-09-01,314.49999809265137
2011-10-01,362.8999948501587
2011-11-01,356.2999963760376
2011-12-01,343.149995803833
2012-02-01,387.0500087738037
2012-03-01,382.3999881744385
2012-05-01,336.2499952316284
2012-06-01,349.0000009536743
2012-08-01,345.3999996185303
2012-09-01,377.30000019073486
2012-10-01,352.69999504089355
2012-11-01,362.9499912261963
2012-12-01,364.1000032424927
2013-01-01,372.35000133514404
2013-02-01,352.74999141693115
2013-03-01,339.49999809265137
2013-04-01,318.75
2013-05-01,328.90000343322754
2013-06-01,305.049991607666
2013-07-01,311.8499994277954
2013-08-01,322.49999046325684
2013-10-01,329.45001125335693
2013-11-01,323.04999828338623
2014-01-01,322.04999923706055
2014-02-01,323.8500118255615
2014-03-01,304.6499967575073
2014-04-01,302.95000076293945
2014-05-01,313.5999917984009
2014-07-01,322.30000495910645
2014-08-01,313.4999990463257
2014-09-01,300.5500078201294
2014-10-01,306.1000108718872
2014-11-01,285.9999895095825
2014-12-01,283.85000228881836
2015-01-01,252.80001163482666
2015-04-01,288.6499881744385
2015-05-01,275.9500026702881
2015-06-01,262.3500108718872
2015-07-01,236.75000667572021
2015-08-01,233.80000591278076
2015-09-01,234.54999923706055
2015-10-01,231.3499927520752
2015-12-01,212.5499963760376
2016-01-01,206.3999891281128
2016-02-01,212.8499984741211
2016-03-01,218.149995803833
2016-04-01,227.90000438690186
2016-06-01,219.4499969482422
2016-07-01,222.04999923706055
2016-08-01,206.9499969482422
2016-09-01,220.19999027252197
2016-10-01,220.05000114440918
2016-11-01,262.1500015258789
2016-12-01,249.7499942779541
2017-02-01,270.3999996185303
2017-03-01,264.65001106262207
2017-04-01,259.64999198913574
2017-05-01,257.699990272522
2017-06-01,269.8999881744385
2017-07-01,288.8000011444092
2017-08-01,307.8999996185303
2017-09-01,293.75
2017-11-01,303.69999408721924
2017-12-01,327.95000076293945
2018-01-01,318.4000015258789
2018-02-01,310.75000762939453
2018-03-01,301.9000053405762
2018-05-01,305.8000087738037
2018-06-01,295.0999975204468
2018-08-01,264.89999294281006
