Date,Growth,Inflation surprises,Financial Stress
2018-06-29,0.0018225076858416009,0.002538576812391127,0.0003980613377450033
2018-05-31,0.0021657857856991693,0.002481867032678465,-0.00018159439496691818
2018-04-30,0.0021962346594909155,0.0021138116528631023,7.126157207736561e-07
2018-03-30,0.0015250556908152511,0.0017714714355470348,-7.006607785078377e-05
2018-02-28,0.002286400825351433,0.001365075039399804,-0.00022736554393279197
2018-01-31,0.00265761178616634,0.0027815471871674644,-0.0013144639172226937
2017-12-29,0.0021604525273761833,0.0034562044836498147,-0.002121486397343001
2017-11-30,0.00197748477970768,0.002453033559458134,-0.0015665715186384882
2017-10-31,0.003298563768337273,0.002258859249379929,-0.0018665044767966876
2017-09-29,0.0030442843169159618,0.0011685932459183659,-0.0014018626082730903
2017-08-31,0.0029141502603365617,0.0021914358468135774,-0.001738848532872492
2017-07-31,0.002965124405530126,0.0008678450049162813,-0.0009391923191318749
2017-06-30,0.0030535204174391116,1.543279998579135e-05,-0.0012175986323765637
2017-05-31,0.002130940238077887,0.0015944028685576594,-0.0015446146858214486
2017-04-28,0.002053265026574123,0.001039132451208264,-0.0012440726215533254
2017-03-31,0.002561592727712298,0.0025990632617138884,-0.0012580940747726132
2017-02-28,0.002979711907509507,0.0036061824275731382,-0.001774324619405455
2017-01-31,0.002439817104971477,0.0041491910569190875,-0.001301928986586273
2016-12-30,0.0007169355406022199,0.003603431564796185,-0.0010004022388784889
2016-11-30,0.0007530519542908077,0.003019277050656096,-0.0010785179422249977
2016-10-31,-0.0007929034450940493,0.001855890791528293,-0.0010510208547590293
2016-09-30,-0.0004213307410493097,0.002516507801895814,-0.0015291623810612905
2016-08-31,-0.001222565979884916,0.0015520899305053754,-0.0015311697424811482
2016-07-29,-0.002080196121970405,0.0019537822523277154,-0.0009658346838341473
2016-06-30,-0.002384231860196667,0.0009322965008829422,-0.0009519121782681242
2016-05-31,-0.0016179316574922921,-0.001037418926226933,0.0002941680239002582
2016-04-29,-0.0017822752908684576,-0.0009889565122839369,0.0005545143040705076
2016-03-31,-0.0014694987692284544,-0.0012031508277657065,0.0005744531587868072
2016-02-29,-0.0020829520268535614,-0.00177225232067946,0.0006733358194845726
2016-01-29,-0.0006629056329430041,-0.002958228771069472,0.0005682092496303742
2015-12-31,-0.0005347893188091118,-0.0026405034166949166,0.0005053148037696627
2015-11-30,-0.0008862354528315978,-0.003085872130624213,0.00032757386337765973
2015-10-30,-0.0010338858228954564,-0.002396708158138976,-7.974604091453952e-05
2015-09-30,-0.0017490544346597154,-0.0024613911576670815,-0.00036898297798880573
2015-08-31,-0.0012832445314146326,-0.0032147318484916023,-0.00012416572875471155
2015-07-31,-0.000718156006186312,-0.002902399074178458,-0.001452980291129483
2015-06-30,-0.0006160295224179463,-0.0024761211105354076,-0.0011973009675695324
2015-05-29,-0.00044952589578252817,-0.0013881037684439935,-0.0018332608076203757
2015-04-30,-0.0002615904365167256,-0.0005890431337045482,-0.002774567195066603
2015-03-31,-0.0008961144108924077,-0.0010385279827351632,-0.0030367280286237737
2015-02-27,-0.0005873335127478524,-0.0013336049612908472,-0.0027906191595982394
2015-01-30,-0.0014408870891261794,-0.00041055325729858643,-0.0029648308932568265
2014-12-31,-0.0011813459235524076,-0.0009770818075184064,-0.0026890091540684616
2014-11-28,-0.00014175176845727963,-0.00035918381248459166,-0.002882726521704047
2014-10-31,0.00026856523359780366,-0.0003884124282892142,-0.002379753130588815
2014-09-30,0.0006054099396100925,-0.00012785076132855818,-0.0022763707859412177
2014-08-29,0.0012185685480266726,0.0010667276325127036,-0.003261988582939432
2014-07-31,0.0012071082964124806,0.001082939809676998,-0.0021517406470670905
2014-06-30,0.0016032446839205914,0.002302961034955776,-0.0020073672046452542
2014-05-30,0.0016440066021461543,0.0005693840804924539,-0.001285609571119984
2014-04-30,0.00236957394548659,-0.0004888993257381438,-0.00038006374142271433
2014-03-31,0.0024510833111026377,-0.001335988090681512,-0.000655618335891516
2014-02-28,0.00244027514496286,-0.0008822651091353752,-0.000689168580951046
2014-01-31,0.0019449336376469962,-0.001960897181982443,-0.0006350357427543874
2013-12-31,0.0037266681762224917,-0.0018560383957137566,-0.0008901897042865897
2013-11-29,0.003365987646530329,-0.0020472579878028628,-0.0008981022568081018
2013-10-31,0.003261655823794444,-0.0010485469851423145,-0.00143705753553678
2013-09-30,0.002685468575749516,-0.002076646491736677,-0.0006788181996302544
2013-08-30,0.002785786061740995,-0.0015508152983278597,-0.00030638164589927226
2013-07-31,0.003111597988096166,-0.0011970593746452533,-0.0006308187154886682
2013-06-28,0.0023577100148200088,-0.0015479358304566302,-0.0009991955531592003
2013-05-31,0.0027544460527771835,-0.000507264817204433,-0.0020582688568537262
2013-04-30,0.0003658342460265066,-0.0010374598362417609,-0.002229109950414718
2013-03-29,-0.00021864602708315383,-0.00010579318056774681,-0.0020020277287339967
2013-02-28,0.0001078041296409482,-0.0006895134299894834,-0.0014990972168738472
2013-01-31,0.000954558956695966,-0.00011232732785541714,-0.001564166431681886
2012-12-31,0.0005200022821857447,0.0010325663270384494,-0.0019247104710291257
2012-11-30,5.6613517948256463e-05,0.0006592387796120725,-0.0024430641621633973
2012-10-31,-0.0006807422754053988,0.00035958195196814536,-0.0018521903380450963
2012-09-28,0.0008602213538095076,0.002520216478646322,-0.0026685297873201073
2012-08-31,-0.0014351333694177745,-7.190422948744419e-05,-0.002106736111293466
2012-07-31,-0.0034555447954220833,4.302868458678241e-05,-0.0022422044188642135
2012-06-29,-0.003930820441820949,0.0008538807144159472,-0.0019790340642916555
